gene	chro	start	end	strand	gene_type	gene_id
FAT1P1	chr20	10889088	10888582	-	processed_pseudogene	ENSG00000217809
LINC02871	chr20	10986593	11029455	+	lncRNA	ENSG00000125899
ENSG00000270777	chr20	11001304	11001763	+	lncRNA	ENSG00000270777
ENSG00000307826	chr20	11035590	11060755	+	lncRNA	ENSG00000307826
ENSG00000307850	chr20	11060632	11055656	-	lncRNA	ENSG00000307850
ENSG00000296513	chr20	11076512	11073245	-	lncRNA	ENSG00000296513
ENSG00000309883	chr20	11157927	11217765	+	lncRNA	ENSG00000309883
ENSG00000297579	chr20	11232367	11271747	+	lncRNA	ENSG00000297579
ENSG00000230990	chr20	11301584	11234170	-	lncRNA	ENSG00000230990
ENSG00000297610	chr20	11249456	11252587	+	lncRNA	ENSG00000297610
ENSG00000306724	chr20	11301644	11304033	+	lncRNA	ENSG00000306724
ENSG00000302131	chr20	11427312	11312352	-	lncRNA	ENSG00000302131
RPS11P1	chr20	11345855	11345383	-	processed_pseudogene	ENSG00000235544
ENSG00000282478	chr20	11541671	11409537	-	lncRNA	ENSG00000282478
ENSG00000302148	chr20	11429426	11433952	+	lncRNA	ENSG00000302148
ENSG00000287754	chr20	11581339	11566484	-	lncRNA	ENSG00000287754
ENSG00000295780	chr20	11569438	11579662	+	lncRNA	ENSG00000295780
LIN28AP3	chr20	11609048	11608436	-	processed_pseudogene	ENSG00000271397
PGAM3P	chr20	11621051	11621477	+	processed_pseudogene	ENSG00000237256
ENSG00000300771	chr20	11676074	11682110	+	lncRNA	ENSG00000300771
ENSG00000261411	chr20	11687323	11685144	-	lncRNA	ENSG00000261411
ENSG00000307170	chr20	11687476	11690605	+	lncRNA	ENSG00000307170
ENSG00000297082	chr20	11778141	11712459	-	lncRNA	ENSG00000297082
LINC00687	chr20	11878429	11800463	-	lncRNA	ENSG00000228422
RN7SKP111	chr20	11819091	11818821	-	misc_RNA	ENSG00000222281
ANAPC13P1	chr20	11838355	11838574	+	processed_pseudogene	ENSG00000271298
BTBD3	chr20	11890723	11926609	+	protein_coding	ENSG00000132640
BTBD3-AS1	chr20	11918682	11909404	-	lncRNA	ENSG00000236526
ENSG00000297326	chr20	11959086	11964616	+	lncRNA	ENSG00000297326
ENSG00000235292	chr20	12318224	12243308	-	lncRNA	ENSG00000235292
ENSG00000230437	chr20	12316485	12305613	-	lncRNA	ENSG00000230437
PA2G4P2	chr20	12380056	12381255	+	processed_pseudogene	ENSG00000235698
ENSG00000295485	chr20	12506863	12606143	+	lncRNA	ENSG00000295485
ENSG00000301081	chr20	12700944	12632736	-	lncRNA	ENSG00000301081
ENSG00000305946	chr20	12754020	12761312	+	lncRNA	ENSG00000305946
ENSG00000308727	chr20	12764529	12763830	-	lncRNA	ENSG00000308727
LINC01722	chr20	12952519	12865202	-	lncRNA	ENSG00000233048
ENSG00000269931	chr20	12937135	12934875	-	lncRNA	ENSG00000269931
LINC01723	chr20	12935912	13008417	+	lncRNA	ENSG00000234265
SPTLC3	chr20	13008972	13169103	+	protein_coding	ENSG00000172296
CENATACP1	chr20	13074312	13073667	-	processed_pseudogene	ENSG00000271426
ENSG00000294635	chr20	13087590	13087185	-	lncRNA	ENSG00000294635
ENSG00000296962	chr20	13220194	13220894	+	lncRNA	ENSG00000296962
ISM1	chr20	13221274	13300651	+	protein_coding	ENSG00000101230
ISM1-AS1	chr20	13239696	13237420	-	lncRNA	ENSG00000226263
ENSG00000304348	chr20	13238213	13244415	+	lncRNA	ENSG00000304348
ENSG00000225956	chr20	13245369	13244064	-	lncRNA	ENSG00000225956
ENSG00000278153	chr20	13368703	13368291	-	lncRNA	ENSG00000278153
TASP1	chr20	13638932	13389392	-	protein_coding	ENSG00000089123
GAPDHP2	chr20	13392677	13393674	+	processed_pseudogene	ENSG00000236811
ESF1	chr20	13784919	13714322	-	protein_coding	ENSG00000089048
NDUFAF5	chr20	13785007	13821580	+	protein_coding	ENSG00000101247
SEL1L2	chr20	13996443	13849247	-	protein_coding	ENSG00000101251
RNU6-278P	chr20	13973424	13973316	-	snRNA	ENSG00000212247
MACROD2	chr20	13995369	16053197	+	protein_coding	ENSG00000172264
RPS3P1	chr20	14003508	14003699	+	processed_pseudogene	ENSG00000230935
AIMP1P1	chr20	14127400	14128336	+	processed_pseudogene	ENSG00000234187
RN7SL864P	chr20	14223041	14223325	+	misc_RNA	ENSG00000239923
FLRT3	chr20	14337614	14322985	-	protein_coding	ENSG00000125848
RNU6-228P	chr20	14352320	14352425	+	snRNA	ENSG00000199570
ENSG00000287062	chr20	14523317	14522081	-	lncRNA	ENSG00000287062
RNF11P2	chr20	14547623	14547184	-	processed_pseudogene	ENSG00000227563
MACROD2-IT1	chr20	14554384	14636524	+	lncRNA	ENSG00000227927
RPS10P2	chr20	14757563	14758056	+	processed_pseudogene	ENSG00000213950
ENSG00000289572	chr20	14818826	14819308	+	lncRNA	ENSG00000289572
MACROD2-AS1	chr20	14929535	14884250	-	lncRNA	ENSG00000235914
ENSG00000237832	chr20	14935363	14933843	-	lncRNA	ENSG00000237832
RNU6-1159P	chr20	15021659	15021553	-	snRNA	ENSG00000199803
RNU6-115P	chr20	15022852	15022958	+	snRNA	ENSG00000201180
RNA5SP475	chr20	15280873	15280764	-	rRNA_pseudogene	ENSG00000222500
ENSG00000225181	chr20	15552885	15552157	-	lncRNA	ENSG00000225181
ENSAP1	chr20	15619819	15619494	-	processed_pseudogene	ENSG00000224274
ENSG00000309600	chr20	15627618	15631027	+	lncRNA	ENSG00000309600
ENSG00000303048	chr20	15699837	15712586	+	lncRNA	ENSG00000303048
ENSG00000286546	chr20	15985876	15884782	-	lncRNA	ENSG00000286546
ENSG00000294201	chr20	16158835	16049596	-	lncRNA	ENSG00000294201
ENSG00000287410	chr20	16259603	16177933	-	lncRNA	ENSG00000287410
PPIAP17	chr20	16224535	16223750	-	processed_pseudogene	ENSG00000225622
KIF16B	chr20	16573448	16272104	-	protein_coding	ENSG00000089177
ENSG00000273998	chr20	16573482	16586907	+	lncRNA	ENSG00000273998
ENSG00000275728	chr20	16580258	16580622	+	lncRNA	ENSG00000275728
RPLP0P1	chr20	16586693	16586333	-	processed_pseudogene	ENSG00000226229
ENSG00000303645	chr20	16605410	16589932	-	lncRNA	ENSG00000303645
Y_RNA	chr20	16670742	16670641	-	misc_RNA	ENSG00000200494
RPL7AP13	chr20	16684404	16684108	-	processed_pseudogene	ENSG00000235208
ENSG00000310403	chr20	16684184	16692144	+	lncRNA	ENSG00000310403
ENSG00000228809	chr20	16730948	16714844	-	lncRNA	ENSG00000228809
SNRPB2	chr20	16729961	16742564	+	protein_coding	ENSG00000125870
OTOR	chr20	16748358	16770062	+	protein_coding	ENSG00000125879
ENSG00000236985	chr20	16864148	16857962	-	lncRNA	ENSG00000236985
ENSG00000299034	chr20	16864352	16874863	+	lncRNA	ENSG00000299034
ENSG00000295234	chr20	16973005	16945702	-	lncRNA	ENSG00000295234
U3	chr20	16983033	16982831	-	snoRNA	ENSG00000212165
ENSG00000308686	chr20	17034518	17044572	+	lncRNA	ENSG00000308686
ENSG00000302234	chr20	17122165	17152540	+	lncRNA	ENSG00000302234
RNU6-27P	chr20	17187510	17187616	+	snRNA	ENSG00000251955
ENSG00000220540	chr20	17188134	17188344	+	processed_pseudogene	ENSG00000220540
RNU1-131P	chr20	17209060	17209220	+	snRNA	ENSG00000238833
ENSG00000287241	chr20	17228889	17216713	-	lncRNA	ENSG00000287241
PCSK2	chr20	17226107	17484578	+	protein_coding	ENSG00000125851
ENSG00000300935	chr20	17327702	17324440	-	lncRNA	ENSG00000300935
DYNLT3P1	chr20	17479431	17479085	-	processed_pseudogene	ENSG00000232241
BFSP1	chr20	17569220	17493905	-	protein_coding	ENSG00000125864
ENSG00000294980	chr20	17506363	17517640	+	lncRNA	ENSG00000294980
RPS27AP2	chr20	17516843	17517307	+	transcribed_processed_pseudogene	ENSG00000232333
ENSG00000277373	chr20	17565851	17565501	-	lncRNA	ENSG00000277373
DSTN	chr20	17570075	17609919	+	protein_coding	ENSG00000125868
RN7SKP69	chr20	17576510	17576206	-	misc_RNA	ENSG00000202260
ENSG00000230495	chr20	17599807	17599255	-	processed_pseudogene	ENSG00000230495
RRBP1	chr20	17682295	17613678	-	protein_coding	ENSG00000125844
BANF2	chr20	17693672	17735871	+	protein_coding	ENSG00000125888
ENSG00000307171	chr20	17699875	17699251	-	lncRNA	ENSG00000307171
ENSG00000298416	chr20	17816435	17810590	-	lncRNA	ENSG00000298416
ENSG00000305373	chr20	17859374	17860215	+	lncRNA	ENSG00000305373
ENSG00000308719	chr20	17872589	17873078	+	lncRNA	ENSG00000308719
ENSG00000233625	chr20	17888160	17887363	-	lncRNA	ENSG00000233625
RNU6-192P	chr20	17903762	17903861	+	snRNA	ENSG00000212555
SNX5	chr20	17968980	17941597	-	protein_coding	ENSG00000089006
OVOL2	chr20	18059188	17956979	-	protein_coding	ENSG00000125850
SNORD17	chr20	17962946	17962710	-	snoRNA	ENSG00000212232
MGME1	chr20	17969018	17991122	+	protein_coding	ENSG00000125871
PTMAP3	chr20	18011955	18012284	+	processed_pseudogene	ENSG00000218902
ENSG00000229262	chr20	18059227	18071010	+	lncRNA	ENSG00000229262
RPL15P1	chr20	18090715	18090116	-	processed_pseudogene	ENSG00000227343
RNU7-137P	chr20	18095632	18095571	-	snRNA	ENSG00000252597
Y_RNA	chr20	18113579	18113467	-	misc_RNA	ENSG00000207282
KAT14	chr20	18137228	18188387	+	protein_coding	ENSG00000149474
PET117	chr20	18137863	18143169	+	protein_coding	ENSG00000232838
GGCTP2	chr20	18220113	18220512	+	processed_pseudogene	ENSG00000232943
ENSG00000308928	chr20	18252698	18246111	-	lncRNA	ENSG00000308928
RN7SL14P	chr20	18258851	18258554	-	misc_RNA	ENSG00000266720
ENSG00000304635	chr20	18263935	18280071	+	lncRNA	ENSG00000304635
RNU2-56P	chr20	18265879	18265690	-	snRNA	ENSG00000252635
ENSG00000230010	chr20	18359330	18270216	-	lncRNA	ENSG00000230010
ZNF133	chr20	18288283	18316996	+	protein_coding	ENSG00000125846
RN7SKP74	chr20	18295451	18295143	-	misc_RNA	ENSG00000199719
ZNF133-AS1	chr20	18315111	18313765	-	lncRNA	ENSG00000237259
LINC00851	chr20	18378334	18381484	+	lncRNA	ENSG00000237282
DZANK1	chr20	18467281	18383367	-	protein_coding	ENSG00000089091
ENSG00000304667	chr20	18389122	18400108	+	lncRNA	ENSG00000304667
GCNT1P1	chr20	18421454	18420160	-	processed_pseudogene	ENSG00000236474
RNA5SP476	chr20	18433842	18433944	+	rRNA_pseudogene	ENSG00000252422
POLR3F	chr20	18466878	18484648	+	protein_coding	ENSG00000132664
MIR3192	chr20	18470615	18470691	+	miRNA	ENSG00000265137
RPL21P3	chr20	18485265	18486052	+	processed_pseudogene	ENSG00000225419
RBBP9	chr20	18497225	18486540	-	protein_coding	ENSG00000089050
RPS19P1	chr20	18504633	18505066	+	processed_pseudogene	ENSG00000214612
SEC23B	chr20	18507520	18561415	+	protein_coding	ENSG00000101310
SMIM26	chr20	18567347	18569563	+	protein_coding	ENSG00000232388
ENSG00000284776	chr20	18567453	18744216	+	protein_coding	ENSG00000284776
DTD1	chr20	18587942	18766644	+	protein_coding	ENSG00000125821
RN7SL638P	chr20	18592330	18592619	+	misc_RNA	ENSG00000243702
RNU6ATAC34P	chr20	18611167	18611047	-	snRNA	ENSG00000221806
DUXAP7	chr20	18643634	18642782	-	processed_pseudogene	ENSG00000232136
DTD1-AS1	chr20	18698709	18674395	-	lncRNA	ENSG00000233993
EEF1A1P34	chr20	18783690	18782424	-	processed_pseudogene	ENSG00000233324
LINC00652	chr20	18794584	18786065	-	lncRNA	ENSG00000179935
LCDR	chr20	18794078	18796067	+	lncRNA	ENSG00000273148
SCP2D1-AS1	chr20	18830209	18799554	-	lncRNA	ENSG00000149443
SCP2D1	chr20	18813783	18814378	+	protein_coding	ENSG00000132631
ENSG00000300092	chr20	18832122	18832515	+	lncRNA	ENSG00000300092
ENSG00000308048	chr20	18914092	18913160	-	lncRNA	ENSG00000308048
ENSG00000297221	chr20	18962885	18945259	-	lncRNA	ENSG00000297221
ENSG00000306163	chr20	18984029	19050744	+	lncRNA	ENSG00000306163
ENSG00000274863	chr20	19057020	18999096	-	lncRNA	ENSG00000274863
ENSG00000297337	chr20	19114676	19115066	+	lncRNA	ENSG00000297337
ENSG00000287430	chr20	19212164	19208582	-	lncRNA	ENSG00000287430
SLC24A3	chr20	19212642	19722926	+	protein_coding	ENSG00000185052
ENSG00000235996	chr20	19213477	19212852	-	lncRNA	ENSG00000235996
SLC24A3-AS1	chr20	19284596	19242302	-	lncRNA	ENSG00000179447
ENSG00000232675	chr20	19697576	19693209	-	lncRNA	ENSG00000232675
ENSG00000268628	chr20	19758987	19756384	-	lncRNA	ENSG00000268628
RIN2	chr20	19757606	20002457	+	protein_coding	ENSG00000132669
RPL12P12	chr20	19823943	19823443	-	processed_pseudogene	ENSG00000236992
ENSG00000306145	chr20	20003934	20003224	-	lncRNA	ENSG00000306145
NAA20	chr20	20017310	20033655	+	protein_coding	ENSG00000173418
CRNKL1	chr20	20056046	20034368	-	protein_coding	ENSG00000101343
CFAP61	chr20	20052514	20360703	+	protein_coding	ENSG00000089101
ENSG00000309008	chr20	20076488	20069706	-	lncRNA	ENSG00000309008
ENSG00000300020	chr20	20089197	20079717	-	lncRNA	ENSG00000300020
ENSG00000241054	chr20	20095783	20094397	-	lncRNA	ENSG00000241054
ENSG00000225417	chr20	20215262	20214011	-	lncRNA	ENSG00000225417
RPL17P1	chr20	20253838	20253303	-	processed_pseudogene	ENSG00000229500
CFAP61-AS1	chr20	20267809	20258407	-	lncRNA	ENSG00000243810
RN7SL690P	chr20	20316755	20316994	+	misc_RNA	ENSG00000264879
ENSG00000297073	chr20	20365468	20359345	-	lncRNA	ENSG00000297073
ENSG00000280229	chr20	20363691	20366502	+	TEC	ENSG00000280229
ENSG00000297091	chr20	20364451	20366515	+	lncRNA	ENSG00000297091
INSM1	chr20	20368104	20370949	+	protein_coding	ENSG00000173404
ENSG00000300082	chr20	20371791	20391317	+	lncRNA	ENSG00000300082
RALGAPA2	chr20	20712644	20389530	-	protein_coding	ENSG00000188559
ENSG00000300065	chr20	20407372	20411399	+	lncRNA	ENSG00000300065
ENSG00000300817	chr20	20529724	20529138	-	lncRNA	ENSG00000300817
EIF4E2P1	chr20	20659710	20659964	+	processed_pseudogene	ENSG00000213384
LLPHP1	chr20	20721187	20721879	+	processed_pseudogene	ENSG00000270793
ENSG00000309956	chr20	20729242	20749659	+	lncRNA	ENSG00000309956
RN7SL607P	chr20	20738731	20738433	-	misc_RNA	ENSG00000278525
ENSG00000303574	chr20	20762033	20759517	-	lncRNA	ENSG00000303574
ENSG00000303701	chr20	20825119	20811803	-	lncRNA	ENSG00000303701
MRPS11P1	chr20	20854642	20854121	-	processed_pseudogene	ENSG00000225803
LINC03083	chr20	20970123	20972566	+	lncRNA	ENSG00000234104
ENSG00000303767	chr20	21013918	21014589	+	lncRNA	ENSG00000303767
LINC00237	chr20	21106581	21057376	-	lncRNA	ENSG00000225127
ENSG00000283405	chr20	21089696	21092577	+	lncRNA	ENSG00000283405
ENSG00000308339	chr20	21101119	21107143	+	lncRNA	ENSG00000308339
RPL24P2	chr20	21114723	21115197	+	processed_pseudogene	ENSG00000235065
KIZ	chr20	21125983	21246622	+	protein_coding	ENSG00000088970
RNA5SP477	chr20	21139074	21138956	-	rRNA_pseudogene	ENSG00000199509
ENSG00000228604	chr20	21162890	21148741	-	lncRNA	ENSG00000228604
KIZ-AS1	chr20	21218289	21154023	-	lncRNA	ENSG00000232712
RPS15AP1	chr20	21166596	21166206	-	processed_pseudogene	ENSG00000214535
ZNF877P	chr20	21265854	21266465	+	unprocessed_pseudogene	ENSG00000226875
ENSG00000298618	chr20	21275581	21267765	-	lncRNA	ENSG00000298618
ENSG00000275457	chr20	21304123	21302722	-	lncRNA	ENSG00000275457
ENSG00000297772	chr20	21302736	21303737	+	lncRNA	ENSG00000297772
XRN2	chr20	21303331	21389825	+	protein_coding	ENSG00000088930
ENSG00000295518	chr20	21393369	21390529	-	lncRNA	ENSG00000295518
NKX2-4	chr20	21397526	21395365	-	protein_coding	ENSG00000125816
ENSG00000225280	chr20	21397258	21400391	+	lncRNA	ENSG00000225280
RN7SKP140	chr20	21425041	21424758	-	misc_RNA	ENSG00000223128
ENSG00000226405	chr20	21488625	21488244	-	processed_pseudogene	ENSG00000226405
ENSG00000278041	chr20	21506408	21499261	-	lncRNA	ENSG00000278041
GSTM3P1	chr20	21501395	21501968	+	processed_pseudogene	ENSG00000227693
NKX2-2	chr20	21514064	21511017	-	protein_coding	ENSG00000125820
NKX2-2-AS1	chr20	21511447	21513711	+	lncRNA	ENSG00000258197
ENSG00000297766	chr20	21514989	21519179	+	lncRNA	ENSG00000297766
ENSG00000289431	chr20	21522675	21519136	-	lncRNA	ENSG00000289431
BETALINC1	chr20	21530122	21535665	+	lncRNA	ENSG00000233492
ENSG00000297859	chr20	21556818	21554685	-	lncRNA	ENSG00000297859
LINC01727	chr20	21557367	21688006	+	lncRNA	ENSG00000279082
LINC01726	chr20	21703585	21610787	-	lncRNA	ENSG00000280350
ENSG00000278410	chr20	21614978	21615435	+	misc_RNA	ENSG00000278410
ENSG00000297722	chr20	21703241	21670145	-	lncRNA	ENSG00000297722
ENSG00000297835	chr20	21702963	21705315	+	lncRNA	ENSG00000297835
PAX1	chr20	21705659	21718481	+	protein_coding	ENSG00000125813
ENSG00000303376	chr20	21729201	21757675	+	lncRNA	ENSG00000303376
SLC25A6P1	chr20	21743077	21742303	-	processed_pseudogene	ENSG00000233015
RPL41P1	chr20	21755270	21755350	+	processed_pseudogene	ENSG00000227063
ENSG00000303396	chr20	21759021	21757586	-	lncRNA	ENSG00000303396
ENSG00000300060	chr20	21762019	21793360	+	lncRNA	ENSG00000300060
ENSG00000305897	chr20	21895681	21906530	+	lncRNA	ENSG00000305897
ENSG00000305878	chr20	21916886	21905237	-	lncRNA	ENSG00000305878
ENSG00000238034	chr20	21937204	21970834	+	lncRNA	ENSG00000238034
LINC01432	chr20	22054061	22074657	+	lncRNA	ENSG00000234435
ENSG00000234862	chr20	22217153	22223283	+	lncRNA	ENSG00000234862
LINC01427	chr20	22284029	22260320	-	lncRNA	ENSG00000225321
ENSG00000225170	chr20	22273454	22272052	-	processed_pseudogene	ENSG00000225170
ENSG00000296301	chr20	22343960	22342727	-	lncRNA	ENSG00000296301
BBLNP1	chr20	22343930	22343693	-	transcribed_processed_pseudogene	ENSG00000270838
ENSG00000204684	chr20	22473375	22371216	-	lncRNA	ENSG00000204684
ENSG00000299867	chr20	22375163	22376121	+	lncRNA	ENSG00000299867
ENSG00000294362	chr20	22390419	22390940	+	lncRNA	ENSG00000294362
ENSG00000288974	chr20	22524214	22510100	-	lncRNA	ENSG00000288974
LINC00261	chr20	22578642	22547663	-	lncRNA	ENSG00000259974
FOXA2	chr20	22585455	22580998	-	protein_coding	ENSG00000125798
LNCNEF	chr20	22607856	22587517	-	lncRNA	ENSG00000237396
LINC01747	chr20	22685394	22668480	-	lncRNA	ENSG00000230400
ENSG00000283072	chr20	22684678	22746991	+	lncRNA	ENSG00000283072
KRT18P3	chr20	22734089	22732802	-	processed_pseudogene	ENSG00000215553
ENSG00000306212	chr20	22763813	22764457	+	lncRNA	ENSG00000306212
ENSG00000302467	chr20	22805740	22841025	+	lncRNA	ENSG00000302467
ENSG00000302480	chr20	22827995	22823529	-	lncRNA	ENSG00000302480
CYB5AP4	chr20	22886068	22885670	-	processed_pseudogene	ENSG00000213882
ENSG00000300061	chr20	22914567	22974209	+	lncRNA	ENSG00000300061
ENSG00000300097	chr20	22916707	22922228	+	lncRNA	ENSG00000300097
ENSG00000300079	chr20	22972069	22950258	-	lncRNA	ENSG00000300079
ENSG00000228935	chr20	22966063	22960534	-	processed_pseudogene	ENSG00000228935
ENSG00000230492	chr20	23030812	22995409	-	lncRNA	ENSG00000230492
ENSG00000234646	chr20	23030863	23039241	+	lncRNA	ENSG00000234646
SSTR4	chr20	23035312	23039237	+	protein_coding	ENSG00000132671
ENSG00000296483	chr20	23051613	23041020	-	lncRNA	ENSG00000296483
THBD	chr20	23049672	23045633	-	protein_coding	ENSG00000178726
ENSG00000296463	chr20	23050179	23061967	+	lncRNA	ENSG00000296463
CD93	chr20	23086324	23065139	-	protein_coding	ENSG00000125810
ENSG00000279447	chr20	23072722	23071547	-	TEC	ENSG00000279447
ENSG00000303426	chr20	23085621	23094576	+	lncRNA	ENSG00000303426
ENSG00000307774	chr20	23106714	23107302	+	lncRNA	ENSG00000307774
LINC00656	chr20	23132654	23114084	-	lncRNA	ENSG00000233746
ENSG00000296285	chr20	23137131	23137399	+	lncRNA	ENSG00000296285
ENSG00000297882	chr20	23137464	23139348	+	lncRNA	ENSG00000297882
ENSG00000295432	chr20	23143313	23143493	+	lncRNA	ENSG00000295432
ENSG00000279164	chr20	23148086	23149939	+	TEC	ENSG00000279164
ENSG00000301398	chr20	23148251	23152901	+	lncRNA	ENSG00000301398
LINC03125	chr20	23159587	23190419	+	lncRNA	ENSG00000230387
RNA5SP478	chr20	23160971	23160857	-	rRNA_pseudogene	ENSG00000201527
ENSG00000294029	chr20	23180076	23178832	-	lncRNA	ENSG00000294029
ENSG00000305230	chr20	23257838	23253903	-	lncRNA	ENSG00000305230
ENSG00000306385	chr20	23267406	23271666	+	lncRNA	ENSG00000306385
NXT1-AS1	chr20	23351501	23309728	-	lncRNA	ENSG00000234832
ENSG00000301951	chr20	23334761	23336766	+	lncRNA	ENSG00000301951
NXT1	chr20	23350791	23354771	+	protein_coding	ENSG00000132661
ENSG00000294237	chr20	23356402	23358931	+	lncRNA	ENSG00000294237
LINC01431	chr20	23358280	23356585	-	lncRNA	ENSG00000232645
GZF1	chr20	23362182	23373062	+	protein_coding	ENSG00000125812
NAPB	chr20	23421519	23374519	-	protein_coding	ENSG00000125814
RNA5SP479	chr20	23381012	23380896	-	rRNA_pseudogene	ENSG00000201728
ENSG00000294218	chr20	23420415	23423432	+	lncRNA	ENSG00000294218
CSTL1	chr20	23426104	23444930	+	protein_coding	ENSG00000125823
CST11	chr20	23452876	23450403	-	protein_coding	ENSG00000125831
ENSG00000273838	chr20	23452623	23461207	+	lncRNA	ENSG00000273838
Y_RNA	chr20	23457685	23457584	-	misc_RNA	ENSG00000200208
CST12P	chr20	23475700	23479798	+	unprocessed_pseudogene	ENSG00000226344
ENSG00000260202	chr20	23519056	23481645	-	lncRNA	ENSG00000260202
ENSG00000276638	chr20	23489973	23489416	-	lncRNA	ENSG00000276638
CST8	chr20	23491101	23496010	+	protein_coding	ENSG00000125815
ENSG00000295999	chr20	23503732	23507302	+	lncRNA	ENSG00000295999
CST13P	chr20	23515078	23542025	+	lncRNA	ENSG00000290388
CST13P	chr20	23520876	23541757	+	transcribed_unprocessed_pseudogene	ENSG00000204663
ENSG00000295004	chr20	23553519	23547674	-	lncRNA	ENSG00000295004
CST9LP1	chr20	23550652	23547764	-	transcribed_unprocessed_pseudogene	ENSG00000204662
CST9L	chr20	23568484	23564732	-	protein_coding	ENSG00000101435
CST9LP2	chr20	23583645	23586510	+	unprocessed_pseudogene	ENSG00000204658
CST9	chr20	23605917	23602410	-	protein_coding	ENSG00000173335
CST3	chr20	23638473	23626706	-	protein_coding	ENSG00000101439
ENSG00000270001	chr20	23632316	23631826	-	lncRNA	ENSG00000270001
ENSG00000286117	chr20	23637391	23674888	+	lncRNA	ENSG00000286117
ENSG00000225056	chr20	23656633	23655050	-	lncRNA	ENSG00000225056
ENSG00000295003	chr20	23679833	23684806	+	lncRNA	ENSG00000295003
CST4	chr20	23689038	23685640	-	protein_coding	ENSG00000101441
CST2P1	chr20	23711406	23711320	-	unprocessed_pseudogene	ENSG00000232595
ENSG00000286270	chr20	23722589	23745524	+	lncRNA	ENSG00000286270
CST1	chr20	23751268	23747562	-	protein_coding	ENSG00000170373
CSTP2	chr20	23776169	23772785	-	unprocessed_pseudogene	ENSG00000277975
ENSG00000230908	chr20	23798092	23805983	+	lncRNA	ENSG00000230908
ENSG00000307354	chr20	23818069	23821237	+	lncRNA	ENSG00000307354
CST2	chr20	23826729	23823769	-	protein_coding	ENSG00000170369
ENSG00000304672	chr20	23852209	23854873	+	lncRNA	ENSG00000304672
ENSG00000304302	chr20	23872386	23874742	+	lncRNA	ENSG00000304302
